stringId_A	stringId_B	preferredName_A	preferredName_B	ncbiTaxonId	score	nscore	fscore	pscore	ascore	escore	dscore	tscore
9606.ENSP00000003302	9606.ENSP00000371475	USP28	TP53BP1	9606	0.986	0	0	0	0	0.587	0	0.969
9606.ENSP00000003302	9606.ENSP00000441543	USP28	UBC	9606	0.965	0	0	0	0	0.965	0	0
9606.ENSP00000003302	9606.ENSP00000388107	USP28	UBA52	9606	0.931	0	0	0	0	0.931	0	0
9606.ENSP00000003302	9606.ENSP00000478771	USP28	UBB	9606	0.914	0	0	0	0	0.914	0	0
9606.ENSP00000003302	9606.ENSP00000272317	USP28	RPS27A	9606	0.913	0	0	0	0	0.913	0	0
9606.ENSP00000003302	9606.ENSP00000474725	USP28	FBXW7	9606	0.9	0	0	0	0	0.292	0	0.865
9606.ENSP00000003302	9606.ENSP00000478887	USP28	MYC	9606	0.83	0	0	0	0	0.457	0.7	0
9606.ENSP00000003302	9606.ENSP00000312995	USP28	CLSPN	9606	0.778	0	0	0	0	0.292	0.7	0
9606.ENSP00000013807	9606.ENSP00000310520	ERCC1	ERCC4	9606	0.999	0	0	0	0	0.982	0.9	0.985
9606.ENSP00000013807	9606.ENSP00000364270	ERCC1	XPA	9606	0.998	0	0	0	0	0.674	0.54	0.987
9606.ENSP00000013807	9606.ENSP00000294008	ERCC1	SLX4	9606	0.997	0	0	0	0	0.658	0.5	0.984
9606.ENSP00000013807	9606.ENSP00000307853	ERCC1	MUS81	9606	0.978	0	0	0	0	0.77	0.5	0.831
9606.ENSP00000013807	9606.ENSP00000498881	ERCC1	ERCC5	9606	0.961	0	0	0	0	0	0.9	0.629
9606.ENSP00000013807	9606.ENSP00000251303	ERCC1	SLX1A	9606	0.961	0	0	0	0	0.457	0.5	0.87
9606.ENSP00000013807	9606.ENSP00000350708	ERCC1	RAD23B	9606	0.957	0	0	0	0	0	0.9	0.595
9606.ENSP00000013807	9606.ENSP00000285021	ERCC1	XPC	9606	0.948	0	0	0	0	0	0.9	0.507
9606.ENSP00000013807	9606.ENSP00000265038	ERCC1	ERCC8	9606	0.94	0	0	0	0	0	0.9	0.426
9606.ENSP00000013807	9606.ENSP00000233146	ERCC1	MSH2	9606	0.926	0	0	0	0	0.292	0.9	0
9606.ENSP00000013807	9606.ENSP00000359300	ERCC1	CETN2	9606	0.924	0	0	0	0	0	0.9	0.275
9606.ENSP00000013807	9606.ENSP00000398824	ERCC1	PHF21A	9606	0.921	0	0	0	0	0	0.9	0.243
9606.ENSP00000013807	9606.ENSP00000375978	ERCC1	XRCC5	9606	0.913	0	0	0	0	0	0.9	0.167
9606.ENSP00000013807	9606.ENSP00000383042	ERCC1	KDM1A	9606	0.9	0	0	0	0	0	0.9	0
9606.ENSP00000013807	9606.ENSP00000310008	ERCC1	SWSAP1	9606	0.9	0	0	0	0	0	0.9	0
9606.ENSP00000013807	9606.ENSP00000421491	ERCC1	XRCC4	9606	0.9	0	0	0	0	0	0.9	0
9606.ENSP00000013807	9606.ENSP00000262241	ERCC1	RCOR1	9606	0.9	0	0	0	0	0	0.9	0
9606.ENSP00000013807	9606.ENSP00000360682	ERCC1	PAXX	9606	0.9	0	0	0	0	0	0.9	0
9606.ENSP00000013807	9606.ENSP00000278616	ERCC1	ATM	9606	0.9	0	0	0	0	0	0.9	0
9606.ENSP00000013807	9606.ENSP00000352257	ERCC1	XRCC6	9606	0.9	0	0	0	0	0	0.9	0
9606.ENSP00000013807	9606.ENSP00000349313	ERCC1	NHEJ1	9606	0.9	0	0	0	0	0	0.9	0
9606.ENSP00000013807	9606.ENSP00000300145	ERCC1	ATP23	9606	0.9	0	0	0	0	0	0.9	0
9606.ENSP00000013807	9606.ENSP00000313420	ERCC1	PRKDC	9606	0.9	0	0	0	0	0	0.9	0
9606.ENSP00000013807	9606.ENSP00000367527	ERCC1	DCLRE1C	9606	0.9	0	0	0	0	0	0.9	0
9606.ENSP00000013807	9606.ENSP00000382218	ERCC1	ZSWIM7	9606	0.9	0	0	0	0	0	0.9	0
9606.ENSP00000013807	9606.ENSP00000234420	ERCC1	MSH6	9606	0.9	0	0	0	0	0	0.9	0
9606.ENSP00000013807	9606.ENSP00000472445	ERCC1	POLD1	9606	0.9	0	0	0	0	0	0.9	0
9606.ENSP00000013807	9606.ENSP00000484288	ERCC1	LIG4	9606	0.9	0	0	0	0	0	0.9	0.049
9606.ENSP00000013807	9606.ENSP00000285398	ERCC1	ERCC3	9606	0.886	0	0	0	0	0	0.54	0.764
9606.ENSP00000013807	9606.ENSP00000375809	ERCC1	ERCC2	9606	0.821	0	0	0	0	0	0.5	0.657
9606.ENSP00000013807	9606.ENSP00000267430	ERCC1	FANCM	9606	0.771	0	0	0	0	0.35	0.5	0.353
9606.ENSP00000013807	9606.ENSP00000418960	ERCC1	BRCA1	9606	0.73	0	0	0	0	0.439	0.54	0
9606.ENSP00000013807	9606.ENSP00000351284	ERCC1	RAD52	9606	0.721	0	0	0	0	0.292	0	0.623
9606.ENSP00000013807	9606.ENSP00000265081	ERCC1	MSH3	9606	0.72	0	0	0	0	0	0.72	0
9606.ENSP00000013807	9606.ENSP00000305480	ERCC1	FEN1	9606	0.718	0	0	0	0	0	0	0.718
9606.ENSP00000020945	9606.ENSP00000383042	SNAI2	KDM1A	9606	0.916	0	0	0	0	0.292	0	0.886
9606.ENSP00000020945	9606.ENSP00000378402	SNAI2	SIN3A	9606	0.841	0	0	0	0	0.292	0	0.784
9606.ENSP00000020945	9606.ENSP00000244050	SNAI2	SNAI1	9606	0.802	0	0	0	0	0	0.8	0.051
9606.ENSP00000159111	9606.ENSP00000405330	KDM4B	ESR1	9606	0.863	0	0	0	0	0.457	0.5	0.536
9606.ENSP00000159111	9606.ENSP00000321744	KDM4B	H2BC4	9606	0.702	0	0	0	0	0.075	0.5	0.409
