stringId_A	stringId_B	preferredName_A	preferredName_B	ncbiTaxonId	score	nscore	fscore	pscore	ascore	escore	dscore	tscore
9606.ENSP00000257934	9606.ENSP00000348554	ESPL1	CDC16	9606	0.873	0	0	0	0	0.422	0.5	0.597
9606.ENSP00000257934	9606.ENSP00000265148	ESPL1	CENPE	9606	0.905	0	0	0	0.6	0	0.5	0.566
9606.ENSP00000257934	9606.ENSP00000301633	ESPL1	BIRC5	9606	0.917	0	0	0	0.745	0	0.5	0.404
9606.ENSP00000257934	9606.ENSP00000355922	ESPL1	CENPF	9606	0.926	0	0	0	0.755	0	0.5	0.443
9606.ENSP00000257934	9606.ENSP00000348838	ESPL1	UBE2C	9606	0.927	0	0	0	0.733	0	0.5	0.499
9606.ENSP00000257934	9606.ENSP00000275517	ESPL1	CDCA5	9606	0.93	0	0	0	0.552	0	0.5	0.714
9606.ENSP00000257934	9606.ENSP00000378295	ESPL1	INCENP	9606	0.944	0	0	0	0.31	0	0.5	0.852
9606.ENSP00000257934	9606.ENSP00000362146	ESPL1	CDCA8	9606	0.972	0	0	0	0.838	0	0.5	0.687
9606.ENSP00000257934	9606.ENSP00000313950	ESPL1	AURKB	9606	0.985	0	0	0	0.608	0	0.5	0.932
9606.ENSP00000257934	9606.ENSP00000361540	ESPL1	CDC20	9606	0.988	0	0	0	0.733	0.095	0.5	0.918
9606.ENSP00000257934	9606.ENSP00000287598	ESPL1	BUB1B	9606	0.989	0	0	0	0.869	0	0.5	0.847
9606.ENSP00000257934	9606.ENSP00000300093	ESPL1	PLK1	9606	0.994	0	0	0	0.741	0.746	0.5	0.853
9606.ENSP00000257934	9606.ENSP00000354720	ESPL1	SMC3	9606	0.994	0	0	0	0.081	0.135	0.9	0.941
9606.ENSP00000257934	9606.ENSP00000377536	ESPL1	PTTG1	9606	0.999	0	0	0	0.428	0.999	0.9	0.999
9606.ENSP00000259457	9606.ENSP00000441543	PSMB7	UBC	9606	0.929	0	0	0	0.06	0.858	0.5	0.067
9606.ENSP00000259457	9606.ENSP00000388107	PSMB7	UBA52	9606	0.934	0	0	0	0.147	0.853	0.5	0.074
9606.ENSP00000259457	9606.ENSP00000478771	PSMB7	UBB	9606	0.934	0	0	0	0.068	0.857	0.5	0.132
9606.ENSP00000259457	9606.ENSP00000272317	PSMB7	RPS27A	9606	0.959	0	0	0	0.183	0.902	0.5	0.095
9606.ENSP00000259457	9606.ENSP00000310572	PSMB7	PSMC5	9606	0.997	0	0	0	0.613	0.983	0	0.667
9606.ENSP00000259457	9606.ENSP00000270586	PSMB7	PSMB6	9606	0.999	0	0	0.083	0.889	0.999	0.9	0.981
9606.ENSP00000259457	9606.ENSP00000481029	PSMB7	PSMC3	9606	0.999	0.057	0	0	0.58	0.978	0.8	0.749
9606.ENSP00000262189	9606.ENSP00000478771	KMT2C	UBB	9606	0.802	0	0	0	0	0.8	0	0.051
9606.ENSP00000262189	9606.ENSP00000441543	KMT2C	UBC	9606	0.809	0	0	0	0.053	0.8	0	0.074
9606.ENSP00000262189	9606.ENSP00000272317	KMT2C	RPS27A	9606	0.809	0	0	0	0.086	0.8	0	0
9606.ENSP00000262189	9606.ENSP00000388107	KMT2C	UBA52	9606	0.81	0	0	0	0.056	0.8	0	0.078
9606.ENSP00000262189	9606.ENSP00000262367	KMT2C	CREBBP	9606	0.822	0	0	0	0.249	0.11	0	0.755
9606.ENSP00000262189	9606.ENSP00000269305	KMT2C	TP53	9606	0.858	0	0	0	0	0.292	0	0.808
9606.ENSP00000262189	9606.ENSP00000263253	KMT2C	EP300	9606	0.884	0	0	0	0.382	0.11	0.5	0.627
9606.ENSP00000262189	9606.ENSP00000367203	KMT2C	KDM6A	9606	0.999	0	0	0	0.157	0.679	0.9	0.997
9606.ENSP00000262367	9606.ENSP00000367203	CREBBP	KDM6A	9606	0.811	0	0	0	0.187	0.102	0	0.762
9606.ENSP00000262367	9606.ENSP00000393312	CREBBP	FGFR1	9606	0.923	0	0	0	0.049	0.779	0	0.663
9606.ENSP00000262367	9606.ENSP00000362680	CREBBP	SRC	9606	0.94	0	0	0	0.064	0.513	0	0.879
9606.ENSP00000262367	9606.ENSP00000265165	CREBBP	LEF1	9606	0.961	0	0	0	0.045	0.125	0.9	0.594
9606.ENSP00000262367	9606.ENSP00000263734	CREBBP	EPAS1	9606	0.986	0	0	0	0.043	0.4	0.9	0.784
9606.ENSP00000262367	9606.ENSP00000368880	CREBBP	FOXO1	9606	0.993	0	0	0	0.081	0.81	0.9	0.676
9606.ENSP00000262367	9606.ENSP00000339527	CREBBP	FOXO3	9606	0.995	0	0	0	0.161	0.971	0.5	0.627
9606.ENSP00000262367	9606.ENSP00000444198	CREBBP	CITED2	9606	0.995	0	0	0	0.06	0.926	0.5	0.887
9606.ENSP00000262367	9606.ENSP00000332973	CREBBP	SMAD3	9606	0.995	0	0	0	0.087	0.872	0	0.964
9606.ENSP00000262367	9606.ENSP00000287820	CREBBP	PPARG	9606	0.998	0	0	0	0	0.982	0.5	0.886
9606.ENSP00000262367	9606.ENSP00000495360	CREBBP	CTNNB1	9606	0.999	0	0	0	0.049	0.886	0.9	0.992
9606.ENSP00000262367	9606.ENSP00000437955	CREBBP	HIF1A	9606	0.999	0	0	0	0.061	0.991	0.9	0.99
9606.ENSP00000262367	9606.ENSP00000269305	CREBBP	TP53	9606	0.999	0	0	0	0	0.998	0.9	0.996
9606.ENSP00000262367	9606.ENSP00000263253	CREBBP	EP300	9606	0.999	0	0	0.062	0.839	0.782	0.9	0.983
9606.ENSP00000263253	9606.ENSP00000323588	EP300	SOX2	9606	0.705	0	0	0	0.042	0.229	0	0.633
9606.ENSP00000263253	9606.ENSP00000338272	EP300	HEY1	9606	0.73	0	0	0	0	0.046	0.5	0.481
9606.ENSP00000263253	9606.ENSP00000354720	EP300	SMC3	9606	0.748	0	0	0	0.104	0.074	0.5	0.464
9606.ENSP00000263253	9606.ENSP00000361540	EP300	CDC20	9606	0.75	0	0	0	0.067	0.691	0	0.204
9606.ENSP00000263253	9606.ENSP00000441543	EP300	UBC	9606	0.791	0	0	0	0	0.51	0.5	0.215
9606.ENSP00000263253	9606.ENSP00000501092	EP300	TFAP2A	9606	0.856	0	0	0	0	0.512	0.5	0.459
9606.ENSP00000263253	9606.ENSP00000383042	EP300	KDM1A	9606	0.899	0	0	0	0.049	0.292	0.5	0.738
9606.ENSP00000263253	9606.ENSP00000367203	EP300	KDM6A	9606	0.902	0	0	0	0.251	0.067	0.5	0.753
9606.ENSP00000263253	9606.ENSP00000362680	EP300	SRC	9606	0.959	0	0	0	0.064	0.299	0	0.942
9606.ENSP00000263253	9606.ENSP00000265165	EP300	LEF1	9606	0.981	0	0	0	0	0.354	0.9	0.738
9606.ENSP00000263253	9606.ENSP00000368880	EP300	FOXO1	9606	0.984	0	0	0	0.105	0.809	0.5	0.838
9606.ENSP00000263253	9606.ENSP00000339527	EP300	FOXO3	9606	0.991	0	0	0	0.143	0.666	0.7	0.909
9606.ENSP00000263253	9606.ENSP00000287820	EP300	PPARG	9606	0.997	0	0	0	0	0.86	0.5	0.963
9606.ENSP00000263253	9606.ENSP00000263734	EP300	EPAS1	9606	0.998	0	0	0	0.053	0.69	0.9	0.958
9606.ENSP00000263253	9606.ENSP00000269305	EP300	TP53	9606	0.999	0	0	0	0.049	0.999	0.9	0.998
9606.ENSP00000263253	9606.ENSP00000437955	EP300	HIF1A	9606	0.999	0	0	0	0.082	0.999	0.9	0.996
9606.ENSP00000263253	9606.ENSP00000332973	EP300	SMAD3	9606	0.999	0	0	0	0.062	0.926	0.5	0.992
9606.ENSP00000263253	9606.ENSP00000495360	EP300	CTNNB1	9606	0.999	0	0	0	0.049	0.899	0.9	0.992
9606.ENSP00000263253	9606.ENSP00000444198	EP300	CITED2	9606	0.999	0	0	0	0.062	0.983	0.5	0.993
9606.ENSP00000263734	9606.ENSP00000481029	EPAS1	PSMC3	9606	0.706	0	0	0	0.074	0.292	0.4	0.343
9606.ENSP00000263734	9606.ENSP00000269305	EPAS1	TP53	9606	0.736	0	0	0	0	0	0	0.736
9606.ENSP00000263734	9606.ENSP00000495360	EPAS1	CTNNB1	9606	0.75	0	0	0	0.048	0.161	0	0.712
9606.ENSP00000263734	9606.ENSP00000444198	EPAS1	CITED2	9606	0.79	0	0	0	0.063	0	0.4	0.658
9606.ENSP00000263734	9606.ENSP00000332973	EPAS1	SMAD3	9606	0.801	0	0	0	0.062	0.598	0	0.516
9606.ENSP00000263734	9606.ENSP00000323588	EPAS1	SOX2	9606	0.874	0	0	0	0.051	0.095	0.75	0.483
9606.ENSP00000263734	9606.ENSP00000437955	EPAS1	HIF1A	9606	0.998	0	0	0	0.106	0.331	0.9	0.984
9606.ENSP00000264634	9606.ENSP00000265165	WNT5A	LEF1	9606	0.727	0	0	0	0.053	0.129	0	0.695
9606.ENSP00000264634	9606.ENSP00000495360	WNT5A	CTNNB1	9606	0.869	0	0	0	0.058	0.137	0	0.851
9606.ENSP00000264634	9606.ENSP00000290167	WNT5A	WNT4	9606	0.871	0	0	0	0.043	0.588	0.5	0.427
9606.ENSP00000264634	9606.ENSP00000418754	WNT5A	PTK7	9606	0.983	0	0	0	0.082	0.133	0	0.98
9606.ENSP00000264634	9606.ENSP00000294304	WNT5A	LRP5	9606	0.993	0	0	0	0	0.095	0.65	0.98
9606.ENSP00000265148	9606.ENSP00000275517	CENPE	CDCA5	9606	0.793	0	0	0	0.493	0	0	0.608
9606.ENSP00000265148	9606.ENSP00000377536	CENPE	PTTG1	9606	0.796	0	0	0	0.505	0	0	0.606
9606.ENSP00000265148	9606.ENSP00000348838	CENPE	UBE2C	9606	0.803	0	0	0	0.647	0.045	0	0.462
9606.ENSP00000265148	9606.ENSP00000378295	CENPE	INCENP	9606	0.811	0	0	0	0.368	0	0	0.714
9606.ENSP00000265148	9606.ENSP00000288207	CENPE	CCNB2	9606	0.942	0	0	0	0.595	0.051	0.4	0.78
9606.ENSP00000265148	9606.ENSP00000362146	CENPE	CDCA8	9606	0.956	0	0	0	0.834	0	0	0.747
9606.ENSP00000265148	9606.ENSP00000301633	CENPE	BIRC5	9606	0.963	0	0	0	0.786	0.06	0	0.834
9606.ENSP00000265148	9606.ENSP00000313950	CENPE	AURKB	9606	0.975	0	0	0	0.534	0.1	0	0.946
9606.ENSP00000265148	9606.ENSP00000300093	CENPE	PLK1	9606	0.977	0	0	0	0.506	0.066	0.8	0.787
9606.ENSP00000265148	9606.ENSP00000361540	CENPE	CDC20	9606	0.989	0	0	0	0.645	0.049	0.8	0.864
9606.ENSP00000265148	9606.ENSP00000271452	CENPE	NUF2	9606	0.996	0	0	0	0.839	0.484	0	0.958
9606.ENSP00000265148	9606.ENSP00000287598	CENPE	BUB1B	9606	0.999	0	0	0	0.84	0.636	0.5	0.998
9606.ENSP00000265148	9606.ENSP00000355922	CENPE	CENPF	9606	0.999	0	0	0	0.926	0.23	0	0.986
9606.ENSP00000265165	9606.ENSP00000294304	LEF1	LRP5	9606	0.728	0	0	0	0	0	0	0.728
9606.ENSP00000265165	9606.ENSP00000372170	LEF1	MSX1	9606	0.829	0	0	0	0.093	0	0	0.819
9606.ENSP00000265165	9606.ENSP00000332973	LEF1	SMAD3	9606	0.978	0	0	0	0.111	0.54	0	0.95
9606.ENSP00000265165	9606.ENSP00000495360	LEF1	CTNNB1	9606	0.999	0	0	0	0	0.996	0.9	0.999
9606.ENSP00000269305	9606.ENSP00000338272	TP53	HEY1	9606	0.703	0	0	0	0	0.51	0	0.419
9606.ENSP00000269305	9606.ENSP00000367203	TP53	KDM6A	9606	0.71	0	0	0	0	0.292	0	0.608
9606.ENSP00000269305	9606.ENSP00000444198	TP53	CITED2	9606	0.723	0	0	0	0.047	0	0	0.722
9606.ENSP00000269305	9606.ENSP00000287598	TP53	BUB1B	9606	0.745	0	0	0	0.08	0.164	0	0.696
9606.ENSP00000269305	9606.ENSP00000344666	TP53	NF2	9606	0.773	0	0	0	0.049	0.185	0	0.731
9606.ENSP00000269305	9606.ENSP00000377536	TP53	PTTG1	9606	0.775	0	0	0	0.074	0.51	0	0.544
9606.ENSP00000269305	9606.ENSP00000478771	TP53	UBB	9606	0.799	0	0	0	0	0.227	0.5	0.523
9606.ENSP00000269305	9606.ENSP00000351015	TP53	NF1	9606	0.88	0	0	0	0	0	0	0.88
9606.ENSP00000269305	9606.ENSP00000323588	TP53	SOX2	9606	0.883	0	0	0	0	0	0	0.883
9606.ENSP00000269305	9606.ENSP00000362680	TP53	SRC	9606	0.884	0	0	0	0.067	0.292	0	0.839
9606.ENSP00000269305	9606.ENSP00000368880	TP53	FOXO1	9606	0.886	0	0	0	0	0	0	0.886
9606.ENSP00000269305	9606.ENSP00000310572	TP53	PSMC5	9606	0.903	0	0	0	0	0.51	0.4	0.697
9606.ENSP00000269305	9606.ENSP00000313950	TP53	AURKB	9606	0.908	0	0	0	0.129	0.51	0.5	0.621
9606.ENSP00000269305	9606.ENSP00000501092	TP53	TFAP2A	9606	0.913	0	0	0	0	0.51	0	0.83
9606.ENSP00000269305	9606.ENSP00000441543	TP53	UBC	9606	0.921	0	0	0	0	0.653	0.5	0.584
9606.ENSP00000269305	9606.ENSP00000495360	TP53	CTNNB1	9606	0.927	0	0	0	0.049	0	0	0.927
9606.ENSP00000269305	9606.ENSP00000301633	TP53	BIRC5	9606	0.93	0	0	0	0.143	0	0.75	0.703
9606.ENSP00000269305	9606.ENSP00000269571	TP53	ERBB2	9606	0.935	0	0	0	0.06	0.172	0	0.924
9606.ENSP00000269305	9606.ENSP00000383042	TP53	KDM1A	9606	0.941	0	0	0	0.05	0.726	0.5	0.602
9606.ENSP00000269305	9606.ENSP00000287820	TP53	PPARG	9606	0.949	0	0	0	0	0.305	0.5	0.866
9606.ENSP00000269305	9606.ENSP00000332973	TP53	SMAD3	9606	0.963	0	0	0	0.093	0.469	0	0.929
9606.ENSP00000269305	9606.ENSP00000272317	TP53	RPS27A	9606	0.971	0	0	0	0	0.923	0.5	0.324
9606.ENSP00000269305	9606.ENSP00000300093	TP53	PLK1	9606	0.981	0	0	0	0.073	0.737	0	0.93
9606.ENSP00000269305	9606.ENSP00000368370	TP53	WT1	9606	0.983	0	0	0	0	0.626	0	0.957
9606.ENSP00000269305	9606.ENSP00000345347	TP53	HMGB1	9606	0.997	0	0	0	0.089	0.976	0	0.876
9606.ENSP00000269305	9606.ENSP00000339527	TP53	FOXO3	9606	0.998	0	0	0	0	0.776	0	0.991
9606.ENSP00000269305	9606.ENSP00000437955	TP53	HIF1A	9606	0.999	0	0	0	0	0.847	0	0.994
9606.ENSP00000269305	9606.ENSP00000361021	TP53	PTEN	9606	0.999	0	0	0	0.067	0.748	0.9	0.968
9606.ENSP00000269571	9606.ENSP00000301633	ERBB2	BIRC5	9606	0.7	0	0	0	0	0.13	0	0.669
9606.ENSP00000269571	9606.ENSP00000418754	ERBB2	PTK7	9606	0.716	0	0	0	0.122	0.627	0	0.201
9606.ENSP00000269571	9606.ENSP00000346839	ERBB2	FN1	9606	0.724	0	0	0	0.066	0	0	0.717
9606.ENSP00000269571	9606.ENSP00000344666	ERBB2	NF2	9606	0.734	0	0	0	0	0.199	0	0.681
9606.ENSP00000269571	9606.ENSP00000393312	ERBB2	FGFR1	9606	0.737	0	0	0	0.055	0.621	0	0.323
9606.ENSP00000269571	9606.ENSP00000272317	ERBB2	RPS27A	9606	0.743	0	0	0	0	0.311	0.5	0.314
9606.ENSP00000269571	9606.ENSP00000357392	ERBB2	EFNA1	9606	0.754	0	0	0	0.062	0	0.65	0.312
9606.ENSP00000269571	9606.ENSP00000351015	ERBB2	NF1	9606	0.771	0	0	0	0	0	0	0.771
9606.ENSP00000269571	9606.ENSP00000361021	ERBB2	PTEN	9606	0.868	0	0	0	0	0.07	0	0.864
9606.ENSP00000269571	9606.ENSP00000495360	ERBB2	CTNNB1	9606	0.998	0	0	0	0	0.662	0.9	0.954
9606.ENSP00000269571	9606.ENSP00000362680	ERBB2	SRC	9606	0.999	0	0	0	0.049	0.85	0.9	0.98
9606.ENSP00000270586	9606.ENSP00000388107	PSMB6	UBA52	9606	0.942	0	0	0	0.164	0.853	0.5	0.167
9606.ENSP00000270586	9606.ENSP00000441543	PSMB6	UBC	9606	0.946	0	0	0	0.128	0.858	0.5	0.241
9606.ENSP00000270586	9606.ENSP00000478771	PSMB6	UBB	9606	0.947	0	0	0	0.148	0.857	0.5	0.237
9606.ENSP00000270586	9606.ENSP00000272317	PSMB6	RPS27A	9606	0.962	0	0	0	0.224	0.901	0.5	0.119
9606.ENSP00000270586	9606.ENSP00000310572	PSMB6	PSMC5	9606	0.996	0	0	0	0.401	0.978	0	0.755
9606.ENSP00000270586	9606.ENSP00000481029	PSMB6	PSMC3	9606	0.998	0	0	0	0.64	0.99	0	0.681
9606.ENSP00000271452	9606.ENSP00000378295	NUF2	INCENP	9606	0.755	0	0	0	0.392	0	0	0.614
9606.ENSP00000271452	9606.ENSP00000377536	NUF2	PTTG1	9606	0.81	0	0	0	0.623	0	0	0.517
9606.ENSP00000271452	9606.ENSP00000300093	NUF2	PLK1	9606	0.865	0	0	0	0.512	0	0.5	0.491
9606.ENSP00000271452	9606.ENSP00000348838	NUF2	UBE2C	9606	0.887	0	0	0	0.779	0	0	0.51
9606.ENSP00000271452	9606.ENSP00000362146	NUF2	CDCA8	9606	0.926	0	0	0	0.795	0	0	0.655
9606.ENSP00000271452	9606.ENSP00000275517	NUF2	CDCA5	9606	0.931	0	0	0	0.786	0	0	0.693
9606.ENSP00000271452	9606.ENSP00000288207	NUF2	CCNB2	9606	0.932	0	0	0	0.744	0	0.4	0.594
9606.ENSP00000271452	9606.ENSP00000301633	NUF2	BIRC5	9606	0.949	0	0	0	0.852	0	0	0.668
9606.ENSP00000271452	9606.ENSP00000313950	NUF2	AURKB	9606	0.95	0	0	0	0.606	0.292	0	0.835
9606.ENSP00000271452	9606.ENSP00000355922	NUF2	CENPF	9606	0.952	0	0	0	0.875	0	0	0.632
9606.ENSP00000271452	9606.ENSP00000361540	NUF2	CDC20	9606	0.962	0	0	0	0.718	0	0.5	0.751
9606.ENSP00000271452	9606.ENSP00000287598	NUF2	BUB1B	9606	0.98	0	0	0	0.853	0.189	0.5	0.717
9606.ENSP00000271452	9606.ENSP00000389810	NUF2	DSN1	9606	0.991	0	0	0	0.32	0.874	0.54	0.806
9606.ENSP00000271452	9606.ENSP00000282074	NUF2	SPC25	9606	0.999	0	0	0	0.862	0.995	0.9	0.947
9606.ENSP00000272317	9606.ENSP00000495360	RPS27A	CTNNB1	9606	0.735	0	0	0	0.08	0.381	0.5	0.179
9606.ENSP00000272317	9606.ENSP00000361021	RPS27A	PTEN	9606	0.752	0	0	0	0.042	0.467	0.5	0.146
9606.ENSP00000272317	9606.ENSP00000348838	RPS27A	UBE2C	9606	0.806	0	0	0	0.087	0.5	0.5	0.252
9606.ENSP00000272317	9606.ENSP00000314004	RPS27A	ANAPC2	9606	0.954	0	0	0	0.054	0.9	0.5	0.144
9606.ENSP00000272317	9606.ENSP00000381577	RPS27A	USP34	9606	0.961	0	0	0	0.07	0.926	0.4	0.178
9606.ENSP00000272317	9606.ENSP00000310572	RPS27A	PSMC5	9606	0.975	0	0	0	0.214	0.915	0.5	0.354
9606.ENSP00000272317	9606.ENSP00000481029	RPS27A	PSMC3	9606	0.975	0	0	0	0.186	0.935	0.5	0.184
9606.ENSP00000272317	9606.ENSP00000478771	RPS27A	UBB	9606	0.998	0	0	0.061	0.171	0.983	0.9	0.098
9606.ENSP00000272317	9606.ENSP00000441543	RPS27A	UBC	9606	0.998	0	0	0	0.163	0.986	0.9	0.063
9606.ENSP00000272317	9606.ENSP00000388107	RPS27A	UBA52	9606	0.999	0	0	0.06	0.966	0.997	0.9	0.47
9606.ENSP00000275517	9606.ENSP00000378295	CDCA5	INCENP	9606	0.777	0	0	0	0.405	0	0	0.64
9606.ENSP00000275517	9606.ENSP00000377536	CDCA5	PTTG1	9606	0.829	0	0	0	0.667	0	0	0.507
9606.ENSP00000275517	9606.ENSP00000348838	CDCA5	UBE2C	9606	0.835	0	0	0	0.696	0	0	0.48
9606.ENSP00000275517	9606.ENSP00000287598	CDCA5	BUB1B	9606	0.851	0	0	0	0.585	0	0	0.657
9606.ENSP00000275517	9606.ENSP00000355922	CDCA5	CENPF	9606	0.857	0	0	0	0.54	0.162	0	0.66
9606.ENSP00000275517	9606.ENSP00000300093	CDCA5	PLK1	9606	0.893	0	0	0	0.454	0.292	0.5	0.511
9606.ENSP00000275517	9606.ENSP00000361540	CDCA5	CDC20	9606	0.938	0	0	0	0.789	0	0	0.722
9606.ENSP00000275517	9606.ENSP00000301633	CDCA5	BIRC5	9606	0.942	0	0	0	0.779	0	0	0.75
9606.ENSP00000275517	9606.ENSP00000362146	CDCA5	CDCA8	9606	0.961	0	0	0	0.805	0	0	0.81
9606.ENSP00000275517	9606.ENSP00000313950	CDCA5	AURKB	9606	0.968	0	0	0	0.672	0	0	0.907
9606.ENSP00000275517	9606.ENSP00000288207	CDCA5	CCNB2	9606	0.969	0	0	0	0.786	0	0.4	0.782
9606.ENSP00000275517	9606.ENSP00000354720	CDCA5	SMC3	9606	0.994	0	0	0	0.084	0.834	0.5	0.931
9606.ENSP00000279488	9606.ENSP00000344967	DUSP6	SPRY4	9606	0.752	0	0	0	0.136	0	0	0.725
9606.ENSP00000279488	9606.ENSP00000366306	DUSP6	SPRY2	9606	0.829	0	0	0	0.271	0	0	0.776
9606.ENSP00000282074	9606.ENSP00000355922	SPC25	CENPF	9606	0.734	0	0	0	0.668	0	0	0.232
9606.ENSP00000282074	9606.ENSP00000288207	SPC25	CCNB2	9606	0.738	0	0	0	0.493	0	0.4	0.207
9606.ENSP00000282074	9606.ENSP00000300093	SPC25	PLK1	9606	0.774	0	0	0	0.454	0	0.5	0.241
9606.ENSP00000282074	9606.ENSP00000348838	SPC25	UBE2C	9606	0.777	0	0	0	0.719	0.063	0	0.22
9606.ENSP00000282074	9606.ENSP00000361540	SPC25	CDC20	9606	0.802	0	0	0	0.569	0	0.5	0.158
9606.ENSP00000282074	9606.ENSP00000301633	SPC25	BIRC5	9606	0.847	0	0	0	0.827	0	0	0.156
9606.ENSP00000282074	9606.ENSP00000287598	SPC25	BUB1B	9606	0.93	0	0	0	0.836	0	0.5	0.211
9606.ENSP00000282074	9606.ENSP00000389810	SPC25	DSN1	9606	0.963	0	0	0	0.291	0.839	0.54	0.394
9606.ENSP00000287598	9606.ENSP00000482063	BUB1B	PCGF2	9606	0.729	0	0	0	0	0	0.72	0.072
9606.ENSP00000287598	9606.ENSP00000389810	BUB1B	DSN1	9606	0.903	0	0	0	0.251	0.228	0.5	0.704
9606.ENSP00000287598	9606.ENSP00000378295	BUB1B	INCENP	9606	0.912	0	0	0	0.384	0.098	0.5	0.722
9606.ENSP00000287598	9606.ENSP00000377536	BUB1B	PTTG1	9606	0.978	0	0	0	0.606	0.336	0	0.923
9606.ENSP00000287598	9606.ENSP00000437360	BUB1B	ANAPC15	9606	0.978	0	0	0	0.056	0.837	0.72	0.559
9606.ENSP00000287598	9606.ENSP00000301633	BUB1B	BIRC5	9606	0.987	0	0	0	0.847	0.095	0.5	0.834
9606.ENSP00000287598	9606.ENSP00000348838	BUB1B	UBE2C	9606	0.991	0	0	0	0.832	0.287	0.72	0.768
9606.ENSP00000287598	9606.ENSP00000288207	BUB1B	CCNB2	9606	0.993	0	0	0	0.835	0.279	0.4	0.914
9606.ENSP00000287598	9606.ENSP00000362146	BUB1B	CDCA8	9606	0.994	0	0	0	0.921	0	0.5	0.862
9606.ENSP00000287598	9606.ENSP00000300093	BUB1B	PLK1	9606	0.999	0	0	0	0.838	0.845	0.72	0.932
9606.ENSP00000287598	9606.ENSP00000314004	BUB1B	ANAPC2	9606	0.999	0	0	0	0.061	0.993	0.72	0.549
9606.ENSP00000287598	9606.ENSP00000313950	BUB1B	AURKB	9606	0.999	0	0	0	0.637	0.327	0.5	0.992
9606.ENSP00000287598	9606.ENSP00000361540	BUB1B	CDC20	9606	0.999	0	0	0	0.901	0.999	0.8	0.999
9606.ENSP00000287598	9606.ENSP00000355922	BUB1B	CENPF	9606	0.999	0	0	0	0.903	0	0.9	0.918
9606.ENSP00000287598	9606.ENSP00000348554	BUB1B	CDC16	9606	0.999	0	0	0	0.065	0.992	0.72	0.732
9606.ENSP00000287820	9606.ENSP00000362680	PPARG	SRC	9606	0.736	0	0	0	0.086	0.071	0	0.714
9606.ENSP00000287820	9606.ENSP00000361021	PPARG	PTEN	9606	0.83	0	0	0	0	0.046	0	0.829
