gene	n_datasets_testable	n_datasets_fdr05	median_evidence_percentile	equal_dataset_mean_percentile	rank
GREB1	4	3	0.9980899052571666	0.989714312548527	1
LARP6	4	3	0.9909509079585597	0.9781001674113545	2
EPAS1	4	3	0.9903643241634854	0.8351542666602316	3
MYBL1	4	3	0.9863544953445642	0.9377836076756085	4
SLC4A10	3	3	0.9859863945578232	0.9329088795648458	5
GABBR2	3	3	0.9834013605442176	0.9862531940203244	6
SYTL5	4	3	0.9690883249098602	0.7348559219725863	7
PLOD2	4	3	0.9403879815148327	0.8813524475774805	8
FGD3	4	3	0.9364657192990617	0.9209480207733147	9
DMRTA1	4	3	0.9317159602756824	0.8074199487838112	10
PTGER4	4	3	0.9276002272619038	0.9365349952903984	11
MED13L	4	3	0.9267360831141692	0.9325578894659703	12
HRK	4	3	0.924121492087365	0.8298565755983919	13
C6orf141	4	3	0.9190476051804659	0.9226729733501762	14
LAMB3	4	3	0.9149411097808635	0.8281631155704434	15
RUNX1	4	3	0.9069129699387255	0.9204633963838967	16
HLA-DQB1	4	3	0.8939320942465009	0.8342050745419997	17
RRAGD	4	3	0.8875727332230987	0.8267624657846587	18
NEDD9	4	3	0.8631355309997688	0.8637258320960385	19
MSMO1	4	3	0.8588738925319952	0.8130377324257091	20
LPIN1	4	3	0.8403622467178499	0.8474902623935692	21
ACSS2	4	3	0.7967474598240012	0.8228392636592422	22
TRPS1	4	3	0.7925782338767167	0.7308083134486543	23
HMOX1	4	3	0.7746629760603433	0.6732949276977802	24
WBP2	4	3	0.7543768737755047	0.6931974825524774	25
SSTR5-AS1	2	2	0.995673423979675	0.995673423979675	26
GFRA1	4	2	0.9944182565419355	0.8862368408378168	27
CXCL8	3	2	0.9933792804037552	0.8424424821203825	28
COL4A3	3	2	0.9932707440169316	0.8658879039693055	29
FAM105A	2	2	0.9932197979076735	0.9932197979076735	30
BMPER	3	2	0.9903402615726924	0.9225000943863545	31
AL121578.3	2	2	0.9898357372449333	0.9898357372449333	32
MALRD1	3	2	0.9896598639455784	0.9842262768659054	33
GJA3	3	2	0.9888207521571608	0.7038615314288098	34
HS3ST5	3	2	0.9882238020296304	0.9868749749384013	35
SUSD3	4	2	0.9871875896394267	0.9839015704342543	36
SPRY4	4	2	0.9859273097009044	0.8355532073613561	37
RAMP1	3	2	0.9858360015195096	0.7543134385657463	38
ADAMTS19	3	2	0.9852380952380952	0.8806250224783957	39
CHRNA9	2	2	0.9852222208685938	0.9852222208685938	40
DLX2	4	2	0.9850242508681988	0.8634129197051492	41
DEGS2	4	2	0.9837973207147281	0.8718902380252253	42
FEZF1-AS1	3	2	0.9835374149659863	0.7769847383561203	43
TNFRSF21	4	2	0.9823661687350156	0.8900137921511762	44
CDC42EP3	4	2	0.982327229768895	0.8209510107924587	45
QPRT	4	2	0.9817718731276089	0.8727286495759168	46
EYA4	3	2	0.9816326530612244	0.9002583637411757	47
IL20	4	2	0.9794839288519233	0.8904396141180317	48
SEMA3B	4	2	0.9786110671984594	0.9262093612443334	49
SULF1	4	2	0.977069600503772	0.9298996524309429	50
SEMA3B-AS1	3	2	0.9765561404460844	0.8763319037787928	51
FREM2	3	2	0.976326530612245	0.7459686442386194	52
LINC00839	4	2	0.9762472049111608	0.8227913942013094	53
LONRF3	4	2	0.9757023183610941	0.8377012516647958	54
PDGFC	4	2	0.9750687218291936	0.757897045512497	55
PRKD1	4	2	0.9749587099210908	0.765897209290316	56
SOX21	2	2	0.9744086760443582	0.9744086760443582	57
EYA2	4	2	0.9736953109998012	0.92140684723015	58
SMTNL2	2	2	0.9734031787132826	0.9734031787132826	59
MCTP2	4	2	0.9722561236214713	0.9182795964353344	60
LAMA3	4	2	0.9719814713287146	0.9679937774519738	61
SLC7A8	4	2	0.9717687836678586	0.8207797094019901	62
QPCT	4	2	0.9711277361622962	0.8973547862242683	63
BMP2	3	2	0.97053237097737	0.7561219746861125	64
GFRA3	3	2	0.9702610300103108	0.9142971567086727	65
TPM2	4	2	0.969978331964044	0.8438257407826883	66
ACOT4	4	2	0.9699235146724965	0.8209321362834062	67
ARHGAP26	4	2	0.9693029462854081	0.9497654505233555	68
DRAM1	4	2	0.9684558797741705	0.910672378874575	69
TSHZ3	4	2	0.9677698705589497	0.7492045742643089	70
PRICKLE2-AS2	3	2	0.9673848157594832	0.9633974044520767	71
SH3GL3	3	2	0.9670879507801786	0.9265540215680842	72
NPY5R	4	2	0.9668526644390865	0.9031742356918843	73
KCNK2	4	2	0.9668420083070945	0.8804661793843075	74
SLC6A14	3	2	0.9667335974385411	0.7922939505014998	75
ROBO2	3	2	0.9663945578231292	0.8487332023154076	76
GJB2	4	2	0.9657731505188711	0.9097245856868945	77
NCAM2	4	2	0.9656746294381509	0.8301668245294456	78
HERC6	4	2	0.9650773595659643	0.9214069498348028	79
GBP2	4	2	0.9644399607731227	0.9080960665124792	80
APOA1	3	2	0.9642857142857144	0.8121518422568902	81
PLIN5	4	2	0.9637898662418463	0.9599194888789542	82
EDN1	4	2	0.9637324887409743	0.9231782069079947	83
ATP1B1	4	2	0.9636191188464525	0.862443169197521	84
ELL2	4	2	0.9627248350880324	0.7458398276527749	85
C5AR2	4	2	0.9624423511196414	0.8310335878348281	86
SYT16	4	2	0.9616648625423704	0.8008282575420622	87
ACBD7	3	2	0.9608183643566506	0.9361622218608273	88
NCF2	4	2	0.9598769292922826	0.7329374104903698	89
AHR	4	2	0.9597430530251934	0.8950146552142978	90
DOCK4	4	2	0.9594852938717005	0.8346164640379994	91
AF131215.2	3	2	0.9587019048135887	0.9594703365864826	92
F3	4	2	0.9586819086455876	0.8513944199291636	93
DSCAM	4	2	0.9584897775128732	0.9049834500238962	94
SIAH2	4	2	0.9584725175588561	0.888797788975771	95
ATP6V1C2	4	2	0.958135966662639	0.8240905115553513	96
BEND7	4	2	0.9580137656625574	0.7444283952963072	97
NAALADL2	4	2	0.9573414050961905	0.9541425898931425	98
PCDH1	4	2	0.9571342775998988	0.8328003088249243	99
DLX1	4	2	0.9571042434470876	0.9196927646817188	100
NPY1R	4	2	0.9570696524412365	0.8562825302064445	101
MYOF	4	2	0.9569157847372958	0.9586400342739998	102
KCND3	4	2	0.9565736133276777	0.8445907214004478	103
LIMCH1	4	2	0.9564283086703157	0.7616970286777166	104
FGD6	4	2	0.9564172418796684	0.8310197216968043	105
MPPED2	4	2	0.956000488813999	0.7773947865216183	106
SGCG	3	2	0.955554349595702	0.9571108005076319	107
ASPH	4	2	0.9554205819313012	0.9213891819029429	108
EGFR	4	2	0.9552774930809208	0.7313985843584014	109
NKX2-8	3	2	0.9548844744232128	0.9465903679123729	110
ANTXR2	4	2	0.9547457054056938	0.8077637242494184	111
SH3PXD2A	4	2	0.9547173193431406	0.7807450247134124	112
MAP1B	4	2	0.9544212518675457	0.8913409329085779	113
ADAMTS19-AS1	3	2	0.9541496598639456	0.9226531549012894	114
FAM171A1	4	2	0.9538060734264446	0.7763434272361611	115
MBP	4	2	0.953695508076104	0.8534432358076852	116
LPAR1	4	2	0.9532425599560908	0.8893088664258282	117
PTGFRN	4	2	0.9531046135514358	0.8250536117430045	118
ITGA2B	4	2	0.9530502711748401	0.7626228743114588	119
FURIN	4	2	0.9529106671702163	0.8045668380808572	120
MAG	3	2	0.95284093992511	0.6489761021469048	121
HBA1	3	2	0.9527210884353742	0.733906790635246	122
SMAD9	4	2	0.9524083491501922	0.7391983722541677	123
OLFML2B	3	2	0.9519726488305204	0.8565830351162852	124
AC105411.1	2	2	0.9518843068737259	0.9518843068737259	125
WNT5A	4	2	0.9518314587541621	0.8496407584529839	126
AL160408.1	2	2	0.9518080165024652	0.9518080165024652	127
PGR	4	2	0.951760625629202	0.9583407330415766	128
LEF1	4	2	0.9511553224123033	0.9103006832438916	129
IGSF1	4	2	0.9507752646294053	0.9438013176230203	130
ETV5	4	2	0.9505053912315469	0.9369666226782776	131
BMP7	4	2	0.950489776504353	0.7223538480069434	132
NRG3	3	2	0.9502903348347532	0.9251378221101371	133
GATA4	4	2	0.9493285783875209	0.8704469697500598	134
ADAMTS10	4	2	0.949328010251151	0.8058620427372782	135
CLPSL2	4	2	0.9491075761720544	0.859936940056192	136
GSG1L	2	2	0.9483945050316214	0.9483945050316214	137
ADIRF-AS1	3	2	0.948336679871927	0.9472244252560692	138
ITGB6	4	2	0.947819717663053	0.9172396478465729	139
EPS15L1	4	2	0.9477649829129025	0.8349997315650208	140
SLC6A6	4	2	0.9475904331450928	0.8501903094436558	141
JPH3	4	2	0.9474948723957085	0.9455715013563293	142
GCHFR	4	2	0.9474351288271137	0.8487868451355794	143
ADGRL3	2	2	0.947245327213583	0.947245327213583	144
ADIRF	4	2	0.9472172065149399	0.8956084443497102	145
TRIB2	4	2	0.9467051215430763	0.9284894230323184	146
JAG1	4	2	0.9463957214033458	0.8171641588968657	147
SLPI	4	2	0.9463514175733694	0.9230891886326023	148
ARC	3	2	0.9463265306122448	0.8532023297003501	149
CACNG4	4	2	0.9462539405861778	0.9311852589059744	150
SHH	3	2	0.9461659521354534	0.6966411614019221	151
GRM4	4	2	0.9458524391187855	0.8459629229857554	152
CD22	4	2	0.9455483364079376	0.9021813183741112	153
DUSP6	4	2	0.945394519538397	0.8209724530721798	154
LRRC10B	3	2	0.945243392847452	0.8923751689172049	155
RDH10	4	2	0.9448678177679737	0.8574312084511069	156
NECAB1	3	2	0.9447549791067456	0.7734169300053823	157
VEPH1	4	2	0.9444664624410573	0.75750207728566	158
ANG	4	2	0.9436992615903886	0.876311115659701	159
CADPS2	4	2	0.9433835248026138	0.7386157687630526	160
SIRPA	4	2	0.9431587887369468	0.8099552845295206	161
UGCG	4	2	0.9431097889853288	0.8055281656782136	162
IL24	3	2	0.9426385195636836	0.936773025812074	163
SEMA5B	3	2	0.942584251370272	0.8110955321935226	164
BMP1	4	2	0.942016041234967	0.8396281925754444	165
BRSK2	4	2	0.94129667018487	0.809676072703427	166
PON3	4	2	0.9412326827621452	0.8681409076721558	167
ATP13A5	4	2	0.9407775993537404	0.7540820302088377	168
SMCO4	4	2	0.9402049201269764	0.8838080300198722	169
EEPD1	4	2	0.9400550983171576	0.8516351881282526	170
C10orf82	4	2	0.9400290777840414	0.8912567662556068	171
LINC01138	3	2	0.939816573506268	0.747402197494699	172
LYPD1	4	2	0.9396450024636707	0.7737502008561083	173
AGAP1-IT1	3	2	0.939251700680272	0.6699384261109186	174
CARD14	4	2	0.9390260441610425	0.8580042779132401	175
ABLIM3	4	2	0.9385538147655934	0.839352005540599	176
FGFR1OP	4	2	0.9384595086395936	0.9170275662654377	177
ARHGAP5	4	2	0.9380402289689345	0.7836069099630462	178
IRF7	4	2	0.9373236263120267	0.7657873249438861	179
RND3	4	2	0.937288613182804	0.8317133233926647	180
ZNF747	3	2	0.9370068027210884	0.7962265313104077	181
SPATA13	4	2	0.9365116903656237	0.891142837339193	182
TMEM254-AS1	4	2	0.936434738436537	0.8234482256487667	183
CHPF	4	2	0.9364076849745866	0.9347812815447976	184
BCL2	4	2	0.9360638990689885	0.8549109195332993	185
KIF1A	4	2	0.9354020992939591	0.9420988798661285	186
PARM1	4	2	0.9352401824737985	0.9035286932355164	187
SLC27A2	4	2	0.9351543191759798	0.8377459799347481	188
GUCY1A2	4	2	0.9346522923158259	0.8174515745583973	189
ELOVL2	4	2	0.9346496157479652	0.8865427059041608	190
FAM89A	4	2	0.9334508498140668	0.8849710410840523	191
CA9	3	2	0.9332814411208716	0.9088801070379869	192
KBTBD11	4	2	0.9330864628914464	0.8174743746049631	193
CXCL14	3	2	0.933061224489796	0.6985563947732518	194
ARNTL2	4	2	0.9329052152346057	0.8272693408668518	195
S100A6	4	2	0.9324691436932062	0.8331492611888944	196
PADI2	4	2	0.9318590040812291	0.7194005837646578	197
MAF	4	2	0.9313624036768631	0.9322406060645747	198
ANKRD29	4	2	0.9311719295034272	0.8965647188109431	199
KLHL2	4	2	0.9308528942135397	0.8742008588765415	200
EDARADD	4	2	0.9308289402482208	0.7869985976421554	201
AREG	4	2	0.9307679355456298	0.8241626401998103	202
CATSPER1	3	2	0.9302040816326532	0.7951280632364556	203
ITGAV	4	2	0.9301530972186998	0.8039109861842767	204
HDX	4	2	0.9299678408111326	0.8625369095097392	205
PTK7	4	2	0.9293831958354515	0.778006741184174	206
TUBB8	4	2	0.9292388600052498	0.8246741998866888	207
STARD13	4	2	0.9291544212334986	0.8333538590200457	208
LRP12	4	2	0.9289863716139878	0.7826354252989078	209
P2RY2	4	2	0.9289422652423336	0.8345967842829253	210
AMOTL1	4	2	0.9289056652671378	0.7969269618044766	211
HEY2	4	2	0.9285337744038193	0.8601982573681399	212
DNAJC12	4	2	0.9284634707346291	0.8908555344085864	213
SOX9	4	2	0.9283270429274393	0.8075547224272598	214
GLYATL1	4	2	0.9281518414517871	0.7338983544252712	215
GOLM1	4	2	0.9280093263493709	0.9001015596863128	216
GPC6	4	2	0.9279230357870885	0.8438904843105252	217
FRK	4	2	0.9276686830967531	0.7713301720179436	218
ITIH2	3	2	0.9270635480544852	0.8584806637457009	219
OLFM2	4	2	0.9260227315417475	0.8845611201038799	220
PDE9A	4	2	0.9249453243363244	0.8084166913753879	221
KIAA0513	4	2	0.9248776658327085	0.924076942752225	222
SNHG18	4	2	0.9241290078909143	0.9185987989878353	223
TNS3	4	2	0.9238314322852926	0.8490173475576311	224
UPP1	4	2	0.9237075937446124	0.7587821826635242	225
SATB1	4	2	0.9233100755961552	0.878271547520964	226
MYB	4	2	0.9231677322798658	0.9180106964382495	227
S100A2	4	2	0.9227961262964893	0.7877850380059417	228
ALOX5AP	3	2	0.9227891156462584	0.7738790467992733	229
ZNF281	4	2	0.9222763133643805	0.7427764166912818	230
ZIC1	4	2	0.9221918535769817	0.7239187939508818	231
CREB3L2	4	2	0.9219401126880145	0.8786496439729968	232
RND1	4	2	0.9217094912560114	0.8878373906196863	233
SPRY1	4	2	0.9216912695177029	0.7385751433080475	234
CMTM8	4	2	0.9216119430053837	0.7846422727850001	235
PID1	4	2	0.9213981949194885	0.9159179651909478	236
HEG1	4	2	0.9211261166972895	0.7460190585803566	237
DMTN	4	2	0.9211193780354884	0.8022082778613084	238
CLSTN3	4	2	0.9207361701939146	0.8581293317803862	239
KCNC4	4	2	0.9204848927947336	0.8131018722676147	240
TH	3	2	0.9203885602648288	0.679261730712939	241
GRPR	2	2	0.9198961670711492	0.9198961670711492	242
MAPK15	4	2	0.9192122725818395	0.7300679510915108	243
PROS1	4	2	0.9184098127240066	0.8441689600364031	244
KCNK5	4	2	0.9180398627706522	0.7586635791997526	245
ACP6	4	2	0.9179121528143249	0.8673084433774133	246
SULT2B1	4	2	0.9168510031298114	0.7181658372401011	247
TUSC3	4	2	0.9164920467562941	0.8284840813083625	248
LINC00511	4	2	0.9164032109267115	0.8298144875716461	249
ST6GALNAC4	4	2	0.9162895466690784	0.7166338088916745	250
CHSY3	4	2	0.916052910011891	0.8575133352328038	251
BRINP2	4	2	0.9160296965707637	0.924992357071173	252
SORBS3	4	2	0.9159983907819382	0.8541278738205159	253
PTPRU	4	2	0.9158629011923867	0.8099358812717377	254
CISH	4	2	0.9157175243235812	0.7276854276895245	255
RIBC2	4	2	0.9155119590212226	0.8854244656384429	256
FBLIM1	4	2	0.9152025264902288	0.849418026761386	257
ALCAM	4	2	0.9150317025925798	0.8717621515012436	258
A4GALT	4	2	0.9149917528258107	0.774329037033749	259
CTHRC1	4	2	0.9148536527695359	0.7706175675639348	260
ROR2	4	2	0.9147388157209114	0.7749294929745206	261
ASPHD2	4	2	0.9115716350659459	0.8164674589205774	262
PCDHGA5	4	2	0.9115086114762831	0.8611412383689444	263
GALNT10	4	2	0.9113844436258622	0.8926228293797625	264
UBE2QL1	4	2	0.9111080088409163	0.8462729422256939	265
ACOT2	4	2	0.9109686037412124	0.9099685043857615	266
SOCS2-AS1	3	2	0.9109458946111684	0.8396843906388881	267
RIPK4	4	2	0.9104986703921405	0.7960245168393288	268
WNT4	4	2	0.9099113268794792	0.8669707276803557	269
PTPRE	4	2	0.9097815483712344	0.8176344844457012	270
LDHD	4	2	0.9096177217597737	0.7174016409030493	271
ACOX2	4	2	0.9084552078269807	0.9014505342588813	272
CSGALNACT1	4	2	0.9081477416584661	0.8322755696742592	273
ITGB2	4	2	0.9080470144742891	0.9069500653840328	274
ARMCX1	4	2	0.9076061041890584	0.8319290815730713	275
LINC00992	4	2	0.9075825513360498	0.8360593959303912	276
C12orf49	4	2	0.9074633975802292	0.7481934666968516	277
ITGB2-AS1	3	2	0.9073641938459868	0.7485392388900621	278
CP	4	2	0.907326622862004	0.8841871128685529	279
GNG13	2	2	0.9070725355318228	0.9070725355318228	280
PTGES	4	2	0.9070286254935037	0.7472079595905077	281
TAPBPL	4	2	0.9066412528495	0.8344815056444086	282
AARD	4	2	0.9064227429673618	0.8771560059795238	283
MALL	4	2	0.9064039138834887	0.7882971177591196	284
FRMD4A	4	2	0.9063771684130455	0.8125201026361245	285
ST3GAL5	4	2	0.9057389438180226	0.8180294824712471	286
ARAP2	4	2	0.904979803121723	0.7519878457777752	287
LRRN2	4	2	0.9049090860091797	0.8628940596889954	288
RET	4	2	0.9046701571551863	0.7065702521214486	289
DNMT3B	4	2	0.9042711411683758	0.8366509337721564	290
EXPH5	4	2	0.903979866707413	0.808670088597444	291
PLXNC1	4	2	0.9039225129249934	0.7910109183939087	292
CASP4	4	2	0.9038870821962318	0.882028428360222	293
VTN	3	2	0.9038367612742172	0.8855746350289776	294
DLL4	4	2	0.9035133999548257	0.8620060977962708	295
SLC44A3	4	2	0.9033585028962524	0.8194413381218677	296
MUCL1	4	2	0.9031736780085756	0.8289549523252103	297
SMPD1	4	2	0.9031640811748807	0.874716731947627	298
MFSD6	4	2	0.9026883486707673	0.8226163602018691	299
RNF145	4	2	0.902544283923143	0.9052006938500634	300
CYP4F22	4	2	0.9025153503082415	0.8909826802581264	301
AC005256.1	2	2	0.9024796946509651	0.9024796946509651	302
AGAP2	4	2	0.9024224152141038	0.7594453178863243	303
FADS1	4	2	0.9023804745944929	0.8506040791726741	304
SNX24	4	2	0.902324392045095	0.8975821492675484	305
ENO2	4	2	0.9022117557070205	0.8914570426446249	306
LYN	4	2	0.9021421184017879	0.8185307665990879	307
TMEM92	4	2	0.9016468883246707	0.8788890954256203	308
ANKS6	4	2	0.9014147042753946	0.7070076108252026	309
MAP7	4	2	0.9013639340240126	0.7174943597988409	310
FBXO32	4	2	0.8999007272228732	0.7323564344493934	311
ISM1	4	2	0.8997761898485992	0.8182309114854824	312
IGFBP4	4	2	0.8997743716795341	0.8704640391065988	313
RBM24	4	2	0.899736994312198	0.8279233083012466	314
CYBRD1	4	2	0.8996192386479727	0.921180067421876	315
C8orf88	3	2	0.8994953058012699	0.6641645477948693	316
ITGA5	4	2	0.899060736113874	0.8233776105768935	317
XKR6	4	2	0.8987081511378503	0.8006894445228849	318
PRICKLE2	4	2	0.8985697493852439	0.8931675183196655	319
SGK3	4	2	0.8981221617642552	0.8592759091377976	320
MAPK13	4	2	0.8980208710740514	0.8573532798819358	321
IGF2BP2	4	2	0.8977495347665477	0.8609439931806153	322
MATN3	4	2	0.897305929372346	0.8071148108730989	323
KLF5	4	2	0.8969048367896604	0.8071571219312896	324
ID4	4	2	0.8964503543860698	0.8170556639635378	325
NOVA1	4	2	0.8963494744475011	0.8239954255660374	326
LINC00052	4	2	0.8961921226948477	0.8510719974194225	327
EPB41L2	4	2	0.8952457927687587	0.7616791042234653	328
AL132780.2	2	2	0.8946678871762118	0.8946678871762118	329
GK	4	2	0.894165034006222	0.8595617212098484	330
RAPGEF3	4	2	0.8940714391196583	0.8089729814591305	331
CHN1	4	2	0.893855938431857	0.847800951006892	332
JAK2	4	2	0.893353105116871	0.8667238338539518	333
NFATC4	4	2	0.893154083990069	0.8001646484800611	334
SOWAHC	4	2	0.8930213306776746	0.8706778489505582	335
PEX6	4	2	0.89280034047643	0.7938034441392757	336
BCAR3	4	2	0.892738712575299	0.8958373747660707	337
TDRD1	4	2	0.892577249498072	0.7105343687314202	338
BTC	4	2	0.8924953866755809	0.8800821679272828	339
SFXN2	4	2	0.8922308722252721	0.8776535590755831	340
PPARG	4	2	0.8917269117664686	0.8262863594354186	341
LINC00173	3	2	0.8912244897959184	0.9068125881646548	342
NRIP1	4	2	0.8908703578354521	0.8724940301072883	343
ACVR1	4	2	0.8905130337802891	0.776883501131335	344
ABCC3	4	2	0.8901368767844849	0.895533076686507	345
SGMS1	4	2	0.8899226698256799	0.8001605458248418	346
TNFRSF11B	4	2	0.8898676206793565	0.7421553677163886	347
LINC01213	4	2	0.8897516086599229	0.7353529271646215	348
KLRG2	4	2	0.8897173143005395	0.7744088408857217	349
RMST	2	2	0.8896529047501569	0.8896529047501569	350
ABCC8	4	2	0.8893140303024829	0.8662616332410186	351
CRYBG3	4	2	0.8888819595144681	0.8483361956699431	352
RAP2C	4	2	0.8887846385728229	0.7498632052933404	353
KRT81	4	2	0.8885233172493403	0.7944867824016187	354
TBX3	4	2	0.8885113276184394	0.9007671291683672	355
EGR3	4	2	0.8882376384981128	0.8095275857333135	356
PLEK2	4	2	0.8880840663122118	0.7346355315539456	357
S1PR3	4	2	0.8879140947978617	0.8722561899568488	358
PAX8-AS1	3	2	0.8878819124111358	0.7517502109007786	359
GPR161	4	2	0.8872602247086169	0.7989164373690302	360
GRIK3	4	2	0.887084366692446	0.8376882780911519	361
PSTPIP2	4	2	0.8865799833799044	0.8779937447950703	362
SEMA3A	4	2	0.8858173195113974	0.824938636207527	363
ITPRIPL2	4	2	0.8857606019560915	0.870836884018861	364
AMPH	4	2	0.88536147382121	0.8845420503440845	365
ADCY5	4	2	0.8852678110605288	0.83255686148013	366
PGM5	3	2	0.8852525851525147	0.8654203194428899	367
FUT8	4	2	0.8849615517769747	0.881516663954844	368
TUBA3D	4	2	0.884945498500221	0.8165764832469391	369
AP002387.2	2	2	0.884931598165936	0.884931598165936	370
TNC	4	2	0.8847620708890274	0.8280540844101676	371
SPAG4	4	2	0.8843844657850116	0.7627045846992415	372
MARCKS	4	2	0.8840780725766457	0.8418178155095364	373
SERPINB8	4	2	0.8838884120425182	0.8509803154123752	374
DOCK11	4	2	0.8833250811165428	0.8373175956885103	375
ENTPD3	4	2	0.8832002457298378	0.8852850610186764	376
ZC3H12C	4	2	0.882683308006869	0.8005487752801193	377
CHRD	4	2	0.8826277341499419	0.7631289387472634	378
FN1	4	2	0.8825690287975388	0.771899522157576	379
SORCS2	3	2	0.8824008248765398	0.7529049580419097	380
CXCL12	4	2	0.8823502173373665	0.7697909223576846	381
BMP6	4	2	0.88205311589495	0.713539705269337	382
SLC16A14	4	2	0.8819624278309226	0.8065601518374719	383
CD47	4	2	0.8817230340466498	0.7451819773522992	384
PRNP	4	2	0.8814033449809171	0.8942276837428229	385
UBE2E3	4	2	0.8810038452891332	0.8660902049753655	386
F2R	4	2	0.8808505267441094	0.7923941042063709	387
GPX3	4	2	0.8805613353469537	0.8707675018200558	388
ATP8A2	4	2	0.8804961175753057	0.7618723163164867	389
SPRY2	4	2	0.879908485613585	0.8809544445420199	390
GLIPR2	4	2	0.8799010473022986	0.8323416644788773	391
LYPD6	4	2	0.8792742834236567	0.7013622250219027	392
EPOR	4	2	0.8787162674262737	0.7257731221652839	393
SATB2	4	2	0.877635530217126	0.8858005972657137	394
UGT1A6	3	2	0.8772453465024149	0.8414919354112803	395
TLE2	4	2	0.8771313796045362	0.7922323622200851	396
COL4A4	4	2	0.8768298817989075	0.8503624104468538	397
LMX1B	4	2	0.8768191215271586	0.7514377605890977	398
EGLN3	4	2	0.8766494374617962	0.8173541043630651	399
THEG	3	2	0.8764313236012373	0.8238426739272132	400
PDLIM3	4	2	0.8764079461783847	0.8820513618846194	401
SGPP2	4	2	0.876087099410559	0.7988789766435695	402
RASSF8-AS1	4	2	0.8757884815410515	0.7468882106184873	403
PCAT6	4	2	0.8756752975244475	0.7629089841392592	404
DBNDD2	4	2	0.8754205212773774	0.8180510717772977	405
ST3GAL3	4	2	0.8751973216454844	0.8031430654667793	406
ZSCAN2	4	2	0.8745034460302816	0.8817769821905421	407
ZCCHC24	4	2	0.8743544020773499	0.8708576456538248	408
ARNT2	4	2	0.8740142836720323	0.83737032644318	409
RGS11	4	2	0.8738920945270712	0.7194827115093237	410
FOXO1	4	2	0.8732236009048389	0.7925614466628104	411
MAFF	4	2	0.8727176071115936	0.7893692969566707	412
NUDT11	4	2	0.8718508121585118	0.8159955160354737	413
EBF4	4	2	0.8713083104029717	0.7893674227339951	414
PLCH1	4	2	0.871232177789985	0.8186322349708769	415
SEMA6A	4	2	0.8708144862112642	0.8638527024138491	416
FAM102A	4	2	0.8703906487485258	0.8024995953995553	417
CKB	4	2	0.8703518203287176	0.8284037144058352	418
ENPP1	4	2	0.8702082661902879	0.7685123078987826	419
CGREF1	4	2	0.8700722176124444	0.8008211368149475	420
EXOC3L4	4	2	0.869954459008317	0.7238668447280637	421
SDCBP	4	2	0.8699071383589279	0.6801992907214812	422
PDE3B	4	2	0.8694848198985106	0.7528709284476686	423
PLXNB1	4	2	0.8691626362380845	0.7332311760113949	424
IFNGR1	4	2	0.8685230929621537	0.8145417248456993	425
GPR37	4	2	0.8683577444179367	0.8396385332504478	426
HPGD	4	2	0.8683306923667762	0.6969876072783167	427
MAGIX	4	2	0.8682290721917516	0.8332713239021127	428
PPT1	4	2	0.8680897226747648	0.7942187737605226	429
AASS	4	2	0.8680513170367954	0.8536742251464129	430
HIST1H3H	4	2	0.8679786254222233	0.710837445640785	431
LRRC6	4	2	0.8679196147487716	0.8703043709586868	432
PISD	4	2	0.8670384351711053	0.8100290178796083	433
CAPN13	4	2	0.8669299065841147	0.8289588086304197	434
MBNL3	4	2	0.866835977043054	0.7974674599230781	435
PTPRB	4	2	0.8667218264238159	0.7553186972149134	436
SLC22A23	4	2	0.866681586728141	0.8406223824475919	437
ARHGAP42	4	2	0.8666115094345807	0.7518446128184085	438
MNS1	4	2	0.8663795307019535	0.808842061028018	439
STK38L	4	2	0.8663530709424175	0.8427259372542334	440
IL6R	4	2	0.8661543398495775	0.7732358156971282	441
MAPT	4	2	0.8660866762224436	0.6915248969832098	442
ABCD1	4	2	0.8658979422909596	0.8507854457883657	443
PGLYRP2	4	2	0.8658502437574346	0.8580745710723834	444
MIA3	4	2	0.8651459429330111	0.8583568941738973	445
SEC14L2	4	2	0.8645754048280816	0.8358512396732407	446
THBD	4	2	0.864436754057466	0.7065718899827766	447
MAP3K5	4	2	0.8643256033919235	0.8442985626175148	448
GPER1	4	2	0.8643205084813257	0.7422754619189307	449
NTSR1	3	2	0.8642752482769849	0.7392460873947423	450
UXS1	4	2	0.8642265896427491	0.7205309914776106	451
PDZK1	4	2	0.8641774062300437	0.8126857949234765	452
SECTM1	4	2	0.8640714674997854	0.792674619967582	453
ERBB4	4	2	0.8638406285058936	0.7927780048974009	454
SBK1	4	2	0.8636860809332443	0.7780689252885957	455
PRIMA1	4	2	0.8636689415007334	0.8382157839150772	456
TSC22D3	4	2	0.8636231400291046	0.7639597496229287	457
KIAA0825	4	2	0.8636228408094158	0.8301610611045552	458
ESR1	4	2	0.8635472127400309	0.8659413734398554	459
FOXP4-AS1	4	2	0.8635289102692729	0.8028881968566881	460
SEL1L3	4	2	0.8634867191752725	0.8539477621262824	461
SLURP1	2	2	0.8634479905816996	0.8634479905816996	462
CUEDC1	4	2	0.8628957440593066	0.8066584750062504	463
MUC5B	4	2	0.862622558530102	0.8571912119886957	464
FLVCR2	4	2	0.8625915654427517	0.7463342163285285	465
PRR15	4	2	0.8625293412107033	0.8516009257478594	466
TP53INP2	4	2	0.8624393419203789	0.7995135345903509	467
SLFN5	4	2	0.8622328641310529	0.8469882548768599	468
